,index,asm,correlation,variance,idm,entropy,sum_entropy,difference_entropy,sum_avg,contrast,energy,type
24,24,0.0012522174394897507,-19377.197427275092,489.55878262739225,0.09041232919021944,-10.573691553859705,7.09650113408796,5.555175665273672,79.97643995287991,7173360.9999999665,0.0012522174394897507,Benign
25,25,0.0012633095560769208,-18371.74765080632,510.95890824058915,0.09490532122898321,-10.672533922065838,7.141129931280165,5.575978769347046,79.99410998821996,7173361.000000024,0.0012633095560769208,Benign
26,26,0.005567534357021448,-22685.765017118454,396.6940288422085,0.15043703788576268,-9.988599332070713,6.957587146187639,5.248950111531416,80.0292950585901,7173361.000000017,0.005567534357021448,Benign
27,27,0.0012745680614702755,-18989.065054610324,496.91720884805784,0.09290160231322632,-10.632144893162492,7.116083480365722,5.565276183062779,79.98015996031991,7173361.000000017,0.0012745680614702755,Benign
28,28,0.47718581604257954,-81913.71804308936,94.53291910210827,0.7205186509732394,-3.454866188438405,2.8892583812602144,2.2891742532757005,80.01488002976005,7173360.999999952,0.47718581604257954,Benign
29,29,0.0027853366028977203,-21454.30846053719,427.9892323151873,0.12099703410781101,-10.295248395131436,7.03346867902552,5.388886672979252,80.01472502945006,7173361.000000015,0.0027853366028977203,Benign
30,30,0.0023454093142840915,-21266.52387561604,438.52339170423295,0.11374462503320028,-10.33547579781124,7.030638697944847,5.41999901957633,79.97581995163992,7173361.000000013,0.0023454093142840915,Benign
31,31,0.003757261489796509,-22469.399118272057,408.6077733771193,0.12677101493850204,-10.008946607673698,6.942338011666957,5.334902524863894,80.00945501891003,7173360.999999962,0.003757261489796509,Benign
32,32,0.0011617302785414643,-18236.103422373704,523.8308248775342,0.08736280211626628,-10.630786371794368,7.126738341868404,5.613128095456338,79.98992497984997,7173361.000000038,0.0011617302785414643,Benign
33,33,0.009567347856446699,-25140.921928765416,351.38088997766437,0.17113173972970963,-9.410982169602175,6.762084643678845,5.077600049709441,79.99643499287001,7173360.9999999665,0.009567347856446699,Benign
34,34,0.011752696439723122,-25385.56270946428,347.27765183907815,0.18401815323821527,-9.361486275810456,6.729750947693416,5.049945720667282,79.99984499969001,7173360.999999983,0.011752696439723122,Benign
35,35,0.010646125364302506,-24821.000838093863,352.7455180885315,0.17702857735945685,-9.430140319785862,6.763571704468538,5.081488386954472,80.00511501023009,7173361.000000028,0.010646125364302506,Benign
36,36,0.0014577303338530001,-17433.51803413573,551.6543093905212,0.0938866490223699,-10.453617844520567,7.104542410521599,5.637635887869204,79.9068448136896,7173361.000000023,0.0014577303338530001,Benign
37,37,0.010628355021783836,-25506.05157022721,346.12320953019355,0.17678630806045317,-9.342092138129463,6.729405608849059,5.063926335612609,79.99751999503998,7173360.9999999795,0.010628355021783836,Benign
38,38,0.0013369552748157454,-16869.991098106246,569.4523083410357,0.08889155547767585,-10.555157180993186,7.147224573578667,5.66843726951702,79.94419988839978,7173361.00000003,0.0013369552748157454,Benign
39,39,0.024794490493175694,-27685.496401575743,312.71110081218234,0.23101487539880353,-8.780968743153586,6.451730780833401,4.847962477104011,79.99348998697997,7173361.000000042,0.024794490493175694,Benign
40,40,0.14675079904334176,-45281.849748216555,169.97194148427602,0.4421522729685355,-5.75965319233208,4.843854487562375,3.6133127536907175,80.00511501023003,7173360.999999964,0.14675079904334176,Benign
41,41,0.16807217149187356,-48800.551622498584,157.40002480004952,0.464644089452356,-5.2556408096309415,4.546870468790348,3.420898618836924,79.99999999999999,7173360.999999994,0.16807217149187356,Benign
42,42,0.0081570524320833,-24680.55652102534,362.3241492412677,0.16313794993375677,-9.546525994030917,6.802777028657113,5.141515438575632,79.99395498791002,7173360.999999955,0.0081570524320833,Benign
43,43,0.01318550743336747,-26533.795060213273,330.6978079360091,0.19014736857495576,-9.112395165018416,6.654880564495397,4.973399099450275,79.99612499224999,7173360.999999986,0.01318550743336747,Benign
